eventname,outcome,type,compiledgametime,playsection,zone,manpowersituation,goal,teamid,playerid,opposingteamgoalieoniceid,xadjcoord,yadjcoord
pass,failed,outlet,2828.03,eastPointDZ,dz,evenStrength,0,315,56711,5152,-46.97146225,-38.97941208
pass,successful,d2d,2831.47,westPointDZ,dz,evenStrength,0,311,446706,80264,-49.60110474,35.45882416
reception,successful,regular,2833.20,centerPointDZ,dz,evenStrength,0,311,6588,80264,-50.60697937,-20.87059021
pass,successful,d2d,2842.17,outsideNorthWestDZ,dz,evenStrength,0,315,80264,5152,-96.76263428,2.764705658
reception,successful,regular,2842.97,outsideNorthWestDZ,dz,evenStrength,0,315,56711,5152,-96.76263428,4.776470184
pass,successful,outletoffboards,2843.10,outsideNorthWestDZ,dz,evenStrength,0,315,56711,5152,-96.76263428,8.297058105
reception,successful,regular,2846.03,westPointDZ,dz,evenStrength,0,315,80518,5152,-32.88910675,16.84705734
pass,successful,north,2847.47,southCenterNZ,nz,evenStrength,0,315,80518,5152,-2.712638855,-6.791175842
reception,successful,regular,2848.00,northWestBoardsNZ,nz,evenStrength,0,315,82048,5152,22.93736267,-32.9441185
shot,successful,outside,2849.67,westPoint,oz,evenStrength,0,315,82048,5152,52.10795593,-29.92647171
pass,successful,slot,2852.60,outsideNorthWest,oz,evenStrength,0,315,82048,5152,62.16677856,-38.47647095
reception,successful,regular,2853.10,westOuterSlot,oz,evenStrength,0,315,126723,5152,66.6932373,-21.8794117
pass,failed,north,2856.00,outsideNorthWest,oz,evenStrength,0,315,82048,5152,78.76383972,-33.95000076
pass,failed,d2doffboards,2857.50,outsideNorthWestDZ,dz,evenStrength,0,311,80,80264,-96.87757874,23.38823509
reception,failed,regular,2858.90,outsideNorthEastDZ,dz,evenStrength,0,311,446706,80264,-97.88345337,-1.255882263
pass,failed,d2doffboards,2860.27,outsideNorthWestDZ,dz,shortHanded,0,311,1462,80264,-71.22756958,24.39411736
pass,failed,slot,2873.67,outsideNorthWest,oz,powerPlay,0,315,10534,5152,80.77560425,-35.96176529
pass,failed,outlet,2874.97,outsideNorthWestDZ,dz,shortHanded,0,311,1462,80264,-77.26286316,24.89705849
pass,failed,northoffboards,2879.67,outsideNorthWest,oz,powerPlay,0,315,79380,5152,84.7991333,-36.46470642
shot,successful,slot,2888.60,eastOuterSlot,oz,shortHanded,0,311,111452,80264,58.53910828,18.35882378
pass,successful,d2doffboards,2891.87,outsideNorthEastDZ,dz,powerPlay,0,315,81408,5152,-83.18319702,-37.47060013
reception,successful,regular,2893.30,outsideNorthEastDZ,dz,powerPlay,0,315,79380,5152,-96.25969696,-5.282352448
pass,failed,d2doffboards,2893.43,outsideNorthEastDZ,dz,powerPlay,0,315,79380,5152,-96.76263428,-5.785293579
pass,successful,d2d,2895.60,outsideNorthWestDZ,dz,powerPlay,0,315,79380,5152,-95.75675201,4.273529053
reception,successful,regular,2896.23,outsideNorthWestDZ,dz,powerPlay,0,315,81408,5152,-92.23616791,20.36764526
pass,successful,outlet,2897.77,outsideNorthWestDZ,dz,powerPlay,0,315,81408,5152,-62.56263733,25.39705658
reception,successful,regular,2898.60,eastPointDZ,dz,powerPlay,0,315,80518,5152,-46.46852112,-25.39999962
pass,failed,north,2899.57,southWestBoardsNZ,nz,powerPlay,0,315,80518,5152,-14.78322601,-22.38235283
pass,successful,north,2904.53,northCenterNZ,nz,powerPlay,0,315,78625,5152,18.41088867,1.758823395
reception,successful,regular,2905.27,northEastBoardsNZ,nz,powerPlay,0,315,10534,5152,22.93736267,36.46176147
pass,failed,northoffboards,2906.90,eastPoint,oz,powerPlay,0,315,10534,5152,36.51676941,37.97058868
pass,successful,d2d,2917.00,outsideNorthEastDZ,dz,powerPlay,0,315,80264,5152,-96.76263428,-1.258823395
reception,successful,regular,2918.07,outsideNorthWestDZ,dz,powerPlay,0,315,79380,5152,-95.75675201,0.752941132
pass,failed,stretch,2921.03,westOuterSlotDZ,dz,powerPlay,0,315,79380,5152,-72.62145996,16.84705734
pass,successful,south,2925.97,outsideNorthWest,oz,powerPlay,0,315,10534,5152,63.67559814,-37.97352982
reception,successful,regular,2926.67,westPoint,oz,powerPlay,0,315,81408,5152,49.59324646,-37.47058868
pass,successful,northoffboards,2926.93,westPoint,oz,powerPlay,0,315,81408,5152,45.56971741,-38.47647095
reception,successful,regular,2929.57,eastPoint,oz,powerPlay,0,315,56711,5152,30.98442078,37.97058868
pass,successful,north,2930.23,eastPoint,oz,powerPlay,0,315,56711,5152,34.0020752,37.46764374
reception,successful,regular,2931.10,outsideNorthEast,oz,powerPlay,0,315,80518,5152,84.29618835,29.92353058
pass,successful,south,2932.53,outsideNorthEast,oz,powerPlay,0,315,80518,5152,58.14324951,35.95882416
reception,successful,regular,2933.63,eastPoint,oz,powerPlay,0,315,56711,5152,31.99031067,19.361763
pass,successful,eastwest,2934.23,centerPoint,oz,powerPlay,0,315,56711,5152,31.48736572,9.302940369
reception,successful,regular,2934.87,outsideNorthWest,oz,powerPlay,0,315,81408,5152,59.65206909,-23.38823509
shot,successful,slot,2934.90,westOuterSlot,oz,powerPlay,0,315,81408,5152,59.14912415,-21.37647057
pass,successful,eastwest,2937.43,outsideNorthEast,oz,powerPlay,0,315,80518,5152,61.16874695,36.46176147
reception,successful,regular,2938.20,centerPoint,oz,powerPlay,0,315,79380,5152,31.495224,-0.252941132
pass,successful,slot,2938.80,centerPoint,oz,powerPlay,0,315,79380,5152,34.51286316,0.752941132
reception,successful,regular,2939.57,westOuterSlot,oz,powerPlay,0,315,81408,5152,60.665802,-22.88529396
shot,failed,slot,2939.60,westOuterSlot,oz,powerPlay,0,315,81408,5152,60.665802,-21.37647057
pass,successful,southoffboards,2941.90,outsideNorthEast,oz,powerPlay,0,315,78625,5152,96.37463379,4.273529053
reception,successful,regular,2943.43,outsideNorthEast,oz,powerPlay,0,315,80518,5152,57.64816284,37.46764374
pass,successful,south,2943.80,outsideNorthEast,oz,powerPlay,0,315,80518,5152,56.13934326,37.46764374
reception,successful,regular,2944.60,centerPoint,oz,powerPlay,0,315,79380,5152,31.99816895,3.26764679
shot,failed,outsideblocked,2944.73,centerPoint,oz,powerPlay,0,315,79380,5152,35.51875305,5.279411316
shot,failed,slot,2953.00,eastOuterSlot,oz,powerPlay,0,315,81408,5152,64.68933105,-12.32058716
pass,failed,northoffboards,2955.83,outsideNorthWest,oz,powerPlay,0,315,78625,5152,82.79522705,-37.47058868
pass,successful,south,2959.03,outsideNorthEast,oz,powerPlay,0,315,10534,5152,96.87757874,1.758823395
reception,successful,regular,2960.17,outsideNorthEast,oz,powerPlay,0,315,80518,5152,86.31581116,33.44411469
pass,failed,south,2960.27,outsideNorthEast,oz,powerPlay,0,315,80518,5152,82.2922821,32.43823242
pass,successful,northoffboards,2962.17,eastPoint,oz,powerPlay,0,315,79380,5152,52.61869812,38.97650146
reception,successful,regular,2963.00,outsideNorthEast,oz,powerPlay,0,315,80518,5152,69.71875,38.473526
pass,successful,south,2966.63,outsideNorthEast,oz,powerPlay,0,315,80518,5152,77.76580811,37.97058868
reception,successful,regular,2967.70,eastPoint,oz,powerPlay,0,315,79380,5152,30.48933411,26.40293884
pass,failed,eastwest,2968.93,eastPoint,oz,powerPlay,0,315,79380,5152,34.51286316,17.85293961
pass,failed,north,2971.60,outsideNorthWest,oz,powerPlay,0,315,78625,5152,97.38050842,-15.84411812
pass,successful,outlet,2982.13,westOuterSlotDZ,dz,evenStrength,0,315,79380,5152,-59.53713226,14.33235168
reception,successful,regular,2983.00,centerPointDZ,dz,evenStrength,0,315,20775372,5152,-45.45478058,-9.3058815
pass,successful,stretch,2984.60,centerPointDZ,dz,evenStrength,0,315,20775372,5152,-37.40772247,-4.779411316
reception,successful,regular,2985.80,northWestBoardsNZ,nz,evenStrength,0,315,126723,5152,24.95698547,-37.97352982
pass,failed,eastwest,2987.73,southEastBoardsNZ,nz,evenStrength,0,311,5814,80264,-18.92169952,24.39410019
pass,failed,outletoffboards,2993.97,outsideNorthWestDZ,dz,evenStrength,0,311,80,80264,-61.16874695,37.97352982
pass,failed,south,2999.57,northEastBoardsNZ,nz,evenStrength,0,311,5814,80264,20.81069946,40.99119949
pass,successful,north,3001.87,southCenterNZ,nz,evenStrength,0,315,126723,5152,-11.26263428,-20.87352943
reception,successful,regular,3002.47,southCenterNZ,nz,evenStrength,0,315,884,5152,-6.736167908,-16.85000038
pass,failed,outlet,3004.97,centerPointDZ,dz,evenStrength,0,311,6588,80264,-45.07463074,16.85000038
pass,successful,d2d,3010.83,centerPointDZ,dz,evenStrength,0,311,6588,80264,-41.55404663,11.31764603
reception,successful,regular,3011.43,innerSlotDZ,dz,evenStrength,0,311,94531,80264,-70.22169495,-5.279411316
pass,successful,outlet,3014.87,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-55.63639832,-39.98235321
reception,successful,regular,3015.63,southWestBoardsNZ,nz,evenStrength,0,311,5814,80264,-10.87463379,-39.47940826
pass,failed,outletoffboards,3020.77,outsideNorthEastDZ,dz,evenStrength,0,315,20775372,5152,-91.73322296,-23.38823509
pass,successful,north,3023.30,eastPoint,oz,evenStrength,0,311,6588,80264,35.39595795,38.97941208
reception,successful,regular,3023.53,eastPoint,oz,evenStrength,0,311,112050,80264,46.96360397,38.97941208
pass,failed,eastwest,3028.50,eastPoint,oz,evenStrength,0,311,112050,80264,45.95772171,32.9441185
pass,successful,eastwest,3032.17,southCenterNZ,nz,evenStrength,0,315,126723,5152,-5.730285645,4.776470184
reception,successful,regular,3032.60,northCenterNZ,nz,evenStrength,0,315,884,5152,2.316772461,-5.785293579
pass,failed,ozentry,3033.30,northCenterNZ,nz,evenStrength,0,315,884,5152,14.38735962,-15.84411812
shot,failed,outsideblocked,3039.83,outsideNorthEast,oz,evenStrength,0,315,126723,5152,80.77560425,22.88235474
shot,failed,slotblocked,3041.20,innerSlot,oz,evenStrength,0,315,179172,5152,71.21970367,1.255879998
pass,successful,outlet,3042.30,innerSlotDZ,dz,evenStrength,0,311,112050,80264,-72.73639679,-1.255879998
reception,successful,regular,3042.67,eastOuterSlotDZ,dz,evenStrength,0,311,109964,80264,-67.70698547,-4.273529053
pass,successful,eastwestoffboards,3044.83,southCenterNZ,nz,evenStrength,0,311,109964,80264,-23.9510994,-8.800000191
reception,successful,regular,3046.20,northEastBoardsNZ,nz,evenStrength,0,311,112050,80264,8.740074158,32.9441185
shot,successful,slot,3051.33,eastOuterSlot,oz,evenStrength,0,311,370192,80264,69.5959549,14.83823586
pass,successful,south,3053.57,southCenterNZ,nz,evenStrength,0,315,80518,5152,-20.81851959,-21.8794117
reception,successful,regular,3053.60,eastPointDZ,dz,evenStrength,0,315,400162,5152,-38.42146301,-31.93823624
pass,successful,d2d,3053.63,eastPointDZ,dz,evenStrength,0,315,400162,5152,-38.42150116,-31.9382
reception,successful,regular,3054.80,centerPointDZ,dz,evenStrength,0,315,79380,5152,-44.45675659,17.85293961
pass,failed,stretch,3055.93,westPointDZ,dz,evenStrength,0,315,79380,5152,-34.39793396,32.94117737
pass,failed,d2doffboards,3064.67,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-94.24793243,12.82352829
pass,failed,north,3068.87,outsideNorthWest,oz,evenStrength,0,311,2546838,80264,64.07146454,-39.47940826
pass,failed,d2d,3071.60,outsideNorthWestDZ,dz,evenStrength,0,315,80518,5152,-70.60969543,38.473526
shot,successful,slot,3072.77,westOuterSlot,oz,evenStrength,0,311,110409,80264,71.6155777,-10.30882263
shot,successful,outside,3077.67,westPoint,oz,evenStrength,0,311,446706,80264,28.36264038,-25.90000153
pass,successful,south,3079.87,westOuterSlot,oz,evenStrength,0,311,237838,80264,65.58028412,-22.37940979
reception,successful,regular,3080.43,outsideNorthWest,oz,evenStrength,0,311,111452,80264,63.06557846,-30.92941284
pass,successful,south,3081.20,outsideNorthWest,oz,evenStrength,0,311,111452,80264,55.52146149,-38.473526
reception,successful,regular,3081.70,westPoint,oz,evenStrength,0,311,94531,80264,32.38616943,-32.94117737
shot,failed,outsideblocked,3081.83,westPoint,oz,evenStrength,0,311,94531,80264,31.88322449,-33.94705963
pass,successful,d2doffboards,3091.37,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-91.84030151,-10.81176376
reception,successful,regular,3093.60,outsideNorthWestDZ,dz,evenStrength,0,311,80,80264,-83.79324341,36.96764755
pass,successful,d2d,3103.40,westOuterSlotDZ,dz,evenStrength,0,315,20161,5152,-77.65087128,14.33235168
reception,successful,regular,3104.17,outsideNorthWestDZ,dz,evenStrength,0,315,20775372,5152,-92.73910522,12.82352829
pass,successful,outlet,3105.30,outsideNorthEastDZ,dz,evenStrength,0,315,20775372,5152,-93.74498749,-2.76764679
reception,successful,regular,3106.13,eastPointDZ,dz,evenStrength,0,315,81408,5152,-48.48028564,-35.96176529
pass,successful,south,3112.27,outsideNorthWest,oz,evenStrength,0,311,370192,80264,64.07150269,-23.38529968
reception,successful,regular,3112.30,westPoint,oz,evenStrength,0,311,94531,80264,37.91849899,-39.47940063
pass,successful,eastwest,3112.93,westPoint,oz,evenStrength,0,311,94531,80264,37.91852188,-38.473526
reception,successful,regular,3113.80,eastPoint,oz,evenStrength,0,311,80,80264,34.39793396,15.84411812
pass,successful,slot,3115.10,eastPoint,oz,evenStrength,0,311,80,80264,37.91852188,35.45882416
reception,successful,regular,3115.67,innerSlot,oz,evenStrength,0,311,370192,80264,81.17150116,-8.297060013
shot,failed,slot,3115.87,innerSlot,oz,evenStrength,0,311,370192,80264,80.16560364,-7.794119835
pass,successful,d2doffboards,3123.83,outsideNorthWestDZ,dz,evenStrength,0,315,78625,5152,-97.76065826,19.361763
reception,successful,regular,3124.57,outsideNorthEastDZ,dz,evenStrength,0,315,20161,5152,-98.26360321,-7.797058105
pass,failed,outlet,3126.70,outsideNorthEastDZ,dz,evenStrength,0,315,20161,5152,-92.73124695,-20.3705883
pass,failed,outletoffboards,3134.77,outsideNorthWestDZ,dz,evenStrength,0,311,80,80264,-92.85404968,9.3058815
pass,successful,south,3138.50,outsideNorthEast,oz,evenStrength,0,315,884,5152,63.18051147,38.97647095
reception,successful,regular,3139.40,eastPoint,oz,evenStrength,0,315,79380,5152,30.99227905,27.40882111
pass,failed,eastwest,3140.17,eastPoint,oz,evenStrength,0,315,79380,5152,37.02757263,19.361763
pass,failed,d2doffboards,3144.70,outsideNorthWestDZ,dz,evenStrength,0,311,370192,80264,-86.8187561,30.93235207
pass,failed,south,3148.00,outsideNorthEast,oz,evenStrength,0,315,884,5152,83.80110168,35.95882416
pass,successful,northoffboards,3150.37,centerPoint,oz,evenStrength,0,315,79380,5152,29.98640442,6.285293579
reception,successful,regular,3151.97,westPoint,oz,evenStrength,0,315,400162,5152,35.51875305,-37.47058868
shot,successful,outside,3152.50,westPoint,oz,evenStrength,0,315,400162,5152,49.09815979,-32.9441185
pass,successful,stretch,3159.27,centerPointDZ,dz,evenStrength,0,315,79380,5152,-41.93419266,1.758823395
reception,successful,regular,3160.23,northEastBoardsNZ,nz,evenStrength,0,315,884,5152,11.37757111,38.97647095
shot,successful,outside,3172.93,westPoint,oz,evenStrength,0,315,400162,5152,29.98640442,-36.46470642
shot,successful,outside,3177.70,outsideNorthEastDZ,oz,evenStrength,0,311,108339,80264,-62.67756653,-38.97647095
pass,failed,northoffboards,3184.50,outsideNorthWest,oz,evenStrength,0,311,109372,80264,62.55477905,-40.98823547
pass,failed,outlet,3187.60,outsideNorthEastDZ,dz,evenStrength,0,315,82048,5152,-61.05381393,-41.49411774
pass,successful,northoffboards,3189.90,northEastBoardsNZ,nz,evenStrength,0,311,109372,80264,16.78713226,25.39999962
reception,successful,regular,3191.07,northEastBoardsNZ,nz,evenStrength,0,311,446706,80264,23.82830811,41.49411774
pass,successful,eastwest,3192.93,northEastBoardsNZ,nz,evenStrength,0,311,446706,80264,0.190071106,22.38235283
reception,successful,regular,3193.47,northCenterNZ,nz,evenStrength,0,311,109372,80264,5.219482422,-3.770587921
pass,failed,d2d,3195.80,westOuterSlotDZ,dz,evenStrength,0,315,80518,5152,-59.04204941,18.35588074
shot,successful,slot,3202.10,westOuterSlot,oz,evenStrength,0,311,110409,80264,73.61948395,-18.35588074
pass,successful,d2d,3203.37,westOuterSlotDZ,dz,evenStrength,0,315,10534,5152,-69.10089874,22.37940025
reception,successful,regular,3203.70,outsideNorthWestDZ,dz,evenStrength,0,315,20775372,5152,-70.60969543,30.92941284
pass,successful,d2d,3203.73,outsideNorthWestDZ,dz,evenStrength,0,315,20775372,5152,-70.60969543,30.92941284
reception,successful,regular,3204.57,outsideNorthWestDZ,dz,evenStrength,0,315,20161,5152,-82.17734528,22.37940979
pass,successful,south,3208.27,southCenterNZ,nz,evenStrength,0,311,94531,80264,-5.845222473,-11.3147049
reception,successful,regular,3208.93,southCenterNZ,nz,evenStrength,0,311,80,80264,-12.88639832,13.32941246
pass,successful,stretch,3211.10,westPointDZ,dz,evenStrength,0,311,80,80264,-38.03350067,37.9734993
reception,successful,regular,3211.80,northEastBoardsNZ,nz,evenStrength,0,311,237838,80264,5.722427368,39.48235321
pass,successful,south,3221.40,outsideNorthWest,oz,evenStrength,0,311,237838,80264,67.584198,-23.88820076
reception,successful,regular,3222.43,westPoint,oz,evenStrength,0,311,94531,80264,45.95772171,-39.47940826
shot,failed,outsideblocked,3223.40,outsideNorthWest,oz,evenStrength,0,311,94531,80264,59.03419113,-37.46764374
pass,failed,north,3229.83,southEastBoardsNZ,nz,evenStrength,0,311,80,80264,-18.41874695,31.4352932
pass,successful,d2doffboards,3238.00,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-80.78346252,-38.97647095
reception,successful,regular,3239.37,eastPointDZ,dz,evenStrength,0,311,1731661,80264,-38.03346252,-40.98823547
pass,successful,outlet,3239.57,eastPointDZ,dz,evenStrength,0,311,1731661,80264,-39.03933716,-39.47940826
reception,successful,regular,3240.13,eastPointDZ,dz,evenStrength,0,311,237838,80264,-37.53051758,-25.39705658
pass,successful,eastwest,3241.10,southWestBoardsNZ,nz,evenStrength,0,311,237838,80264,-7.346183777,-25.90000153
reception,successful,regular,3241.77,northCenterNZ,nz,evenStrength,0,311,111452,80264,0.700874329,14.83823586
pass,successful,southoffboards,3243.97,northEastBoardsNZ,nz,evenStrength,0,311,370192,80264,19.30970001,23.38823509
reception,successful,regular,3245.40,southEastBoardsNZ,nz,evenStrength,0,311,6588,80264,-5.837364197,22.88529396
pass,successful,eastwest,3246.13,southCenterNZ,nz,evenStrength,0,311,6588,80264,-4.328536987,16.34705925
reception,successful,regular,3246.97,northCenterNZ,nz,evenStrength,0,311,446706,80264,1.706756592,-21.87647247
pass,successful,d2d,3250.40,outsideNorthEastDZ,dz,evenStrength,0,315,400162,5152,-92.73910522,-32.44117737
reception,successful,regular,3252.33,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-95.75675201,5.782352448
pass,successful,d2doffboards,3254.97,westOuterSlotDZ,dz,evenStrength,0,315,179172,5152,-71.11264038,13.32646942
reception,successful,regular,3256.47,outsideNorthEastDZ,dz,evenStrength,0,315,400162,5152,-96.76263428,-2.76764679
pass,successful,outletoffboards,3256.70,outsideNorthEastDZ,dz,evenStrength,0,315,400162,5152,-95.2538147,-3.773529053
reception,successful,regular,3259.63,southWestBoardsNZ,nz,evenStrength,0,315,54915,5152,-7.239105225,-39.48235321
pass,failed,ozentry,3260.23,northWestBoardsNZ,nz,evenStrength,0,315,54915,5152,4.831481934,-39.48235321
pass,successful,northoffboards,3263.60,westOuterSlot,oz,evenStrength,0,315,884,5152,70.21383667,-17.85588264
reception,successful,regular,3264.47,outsideNorthWest,oz,evenStrength,0,315,884,5152,79.76971436,-25.39999962
pass,failed,slot,3264.50,outsideNorthWest,oz,evenStrength,0,315,884,5152,79.76971436,-25.39999962
pass,failed,d2d,3267.83,westOuterSlotDZ,dz,evenStrength,0,311,1462,80264,-70.21383667,21.8794117
pass,successful,outletoffboards,3271.00,outsideNorthEastDZ,dz,evenStrength,0,311,446706,80264,-96.36677551,-18.85882187
reception,successful,regular,3272.17,eastPointDZ,dz,evenStrength,0,311,113401,80264,-36.01383972,-39.98235321
pass,failed,northoffboards,3281.40,westPoint,oz,evenStrength,0,311,446706,80264,31.38028717,-38.473526
pass,failed,d2doffboards,3289.67,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-93.74498749,2.261764526
pass,successful,southoffboards,3295.67,outsideNorthWest,oz,evenStrength,0,311,1462,80264,91.73322296,-25.90000153
reception,successful,regular,3297.27,westPoint,oz,evenStrength,0,311,446706,80264,28.8655777,-35.95882416
pass,failed,slot,3300.03,centerPoint,oz,evenStrength,0,311,446706,80264,47.96948624,8.299999237
pass,failed,slot,3311.20,outsideNorthEast,oz,evenStrength,0,311,113401,80264,78.14595795,37.47058868
pass,successful,d2d,3333.83,outsideNorthEastDZ,dz,evenStrength,0,311,446706,80264,-95.87168884,-0.752941132
reception,successful,regular,3334.50,outsideNorthWestDZ,dz,evenStrength,0,311,112050,80264,-92.85404968,24.39411736
pass,failed,outlet,3339.13,westPointDZ,dz,evenStrength,0,315,20161,5152,-48.47242737,38.97647095
pass,failed,slot,3353.30,outsideNorthEast,oz,evenStrength,0,315,80518,5152,78.771698,14.33235168
shot,failed,slot,3355.47,eastOuterSlot,oz,evenStrength,0,315,20161,5152,63.18051147,14.33235168
pass,failed,eastwest,3360.40,westPoint,oz,evenStrength,0,315,20775372,5152,30.98442078,-21.37647057
reception,failed,regular,3361.50,outsideNorthEast,oz,evenStrength,0,315,126723,5152,79.26676941,30.92941284
pass,successful,south,3364.57,outsideNorthEast,oz,evenStrength,0,315,82048,5152,77.75794983,39.47940826
reception,successful,regular,3365.63,eastPoint,oz,evenStrength,0,315,20161,5152,31.99031067,36.96470642
pass,successful,eastwest,3366.27,eastPoint,oz,evenStrength,0,315,20161,5152,33.49913025,31.43235016
reception,successful,regular,3367.27,westPoint,oz,evenStrength,0,315,20775372,5152,35.51089478,-29.92647171
pass,successful,d2doffboards,3371.37,outsideNorthWestDZ,dz,evenStrength,0,311,370192,80264,-93.35697937,25.39999962
reception,successful,regular,3372.30,outsideNorthWestDZ,dz,evenStrength,0,311,112050,80264,-81.28639221,38.47647095
pass,failed,stretch,3376.70,westPointDZ,dz,evenStrength,0,315,20161,5152,-34.90087128,39.47940826
pass,successful,stretch,3386.27,westPointDZ,dz,evenStrength,0,311,94531,80264,-26.46580505,18.86176491
reception,successful,regular,3386.87,northEastBoardsNZ,nz,evenStrength,0,311,111452,80264,8.237129211,35.45882416
pass,successful,northoffboards,3390.87,outsideNorthEast,oz,evenStrength,0,311,94531,80264,96.25183868,24.39411736
reception,successful,regular,3392.53,outsideNorthWest,oz,evenStrength,0,311,237838,80264,96.754776,-24.89411926
pass,successful,northoffboards,3392.97,outsideNorthWest,oz,evenStrength,0,311,237838,80264,96.25183868,-24.89411926
reception,successful,regular,3395.23,eastPoint,oz,evenStrength,0,311,94531,80264,53.50183868,40.99117661
pass,successful,north,3396.83,eastPoint,oz,evenStrength,0,311,94531,80264,31.37242889,27.91470528
reception,successful,regular,3397.47,centerPoint,oz,evenStrength,0,311,111452,80264,33.38419342,5.282352448
shot,failed,outside,3397.50,centerPoint,oz,evenStrength,0,311,111452,80264,33.38419342,5.282352448
shot,successful,outside,3401.00,outsideNorthWest,oz,evenStrength,0,311,1731661,80264,78.14595795,-26.90588379
shot,failed,slot,3402.43,innerSlot,oz,evenStrength,0,311,237838,80264,86.19301605,-2.764705658
pass,successful,south,3405.50,westOuterSlot,oz,powerPlay,0,311,370192,80264,69.09301758,-22.37940979
reception,successful,regular,3406.90,westPoint,oz,powerPlay,0,311,94531,80264,38.41360474,-36.46176147
pass,successful,eastwest,3407.13,westPoint,oz,powerPlay,0,311,94531,80264,37.40772247,-31.43235016
reception,successful,regular,3407.83,centerPoint,oz,powerPlay,0,311,111452,80264,36.40184021,5.282352448
pass,successful,south,3409.33,eastPoint,oz,powerPlay,0,311,111452,80264,38.41360474,23.89117622
reception,successful,regular,3410.03,centerPoint,oz,powerPlay,0,311,94531,80264,29.36066437,0.252941132
pass,successful,slot,3410.63,centerPoint,oz,powerPlay,0,311,94531,80264,29.36066437,-1.255882263
reception,successful,regular,3411.20,westOuterSlot,oz,powerPlay,0,311,370192,80264,55.51360321,-22.37940979
pass,successful,south,3412.47,outsideNorthWest,oz,powerPlay,0,311,370192,80264,54.00477982,-30.92941284
reception,successful,regular,3413.00,centerPoint,oz,powerPlay,0,311,94531,80264,28.3547821,-5.279411316
pass,successful,north,3414.50,centerPoint,oz,powerPlay,0,311,94531,80264,30.86948395,-10.30882263
reception,successful,regular,3415.20,outsideNorthWest,oz,powerPlay,0,311,370192,80264,57.52536774,-35.45587921
shot,successful,outside,3416.13,outsideNorthWest,oz,powerPlay,0,311,370192,80264,67.58419037,-28.41470337
pass,successful,south,3419.93,westPoint,oz,powerPlay,0,311,370192,80264,42.9479332,-22.88235474
reception,successful,regular,3420.20,westPoint,oz,powerPlay,0,311,94531,80264,38.42146301,-26.90588379
pass,successful,northoffboards,3420.33,westPoint,oz,powerPlay,0,311,94531,80264,38.42146301,-24.89411926
reception,successful,regular,3422.20,eastPoint,oz,powerPlay,0,311,111452,80264,39.93028641,36.96764755
pass,successful,northoffboards,3422.33,eastPoint,oz,powerPlay,0,311,111452,80264,40.43322754,38.47647095
reception,successful,regular,3424.17,outsideNorthWest,oz,powerPlay,0,311,112050,80264,95.2538147,-15.33823395
pass,successful,south,3425.83,outsideNorthWest,oz,powerPlay,0,311,112050,80264,81.67440033,-37.46764374
reception,successful,regular,3427.13,westPoint,oz,powerPlay,0,311,94531,80264,28.36264038,-36.46176147
pass,successful,eastwest,3428.23,westPoint,oz,powerPlay,0,311,94531,80264,30.87734222,-37.46764374
reception,successful,regular,3429.53,eastPoint,oz,powerPlay,0,311,111452,80264,31.88322449,36.46470642
pass,successful,slot,3430.60,eastPoint,oz,powerPlay,0,311,111452,80264,32.88910675,37.47058868
reception,successful,regular,3431.10,eastOuterSlot,oz,powerPlay,0,311,112050,80264,63.06557846,2.264705658
pass,successful,eastwest,3431.27,eastOuterSlot,oz,powerPlay,0,311,112050,80264,61.05381393,1.258823395
reception,successful,regular,3432.20,centerPoint,oz,powerPlay,0,311,94531,80264,33.3920517,-1.758823395
pass,successful,slot,3433.67,centerPoint,oz,powerPlay,0,311,94531,80264,40.43322754,-9.302940369
reception,successful,regular,3434.27,eastOuterSlot,oz,powerPlay,0,311,111452,80264,56.52734375,19.86764717
pass,successful,slot,3435.03,eastOuterSlot,oz,powerPlay,0,311,111452,80264,58.53910828,18.35882378
reception,successful,regular,3435.33,innerSlot,oz,powerPlay,0,311,109964,80264,83.68616486,8.802940369
pass,successful,slot,3435.47,innerSlot,oz,powerPlay,0,311,109964,80264,82.68028259,8.802940369
reception,successful,regular,3435.73,innerSlot,oz,powerPlay,0,311,112050,80264,71.11264038,2.264705658
shot,successful,slot,3435.90,innerSlot,oz,powerPlay,0,311,112050,80264,71.6155777,2.76764679
pass,successful,rush,3451.50,eastPoint,oz,powerPlay,0,311,94531,80264,33.89498901,32.9441185
reception,successful,regular,3451.93,eastPoint,oz,powerPlay,0,311,112050,80264,34.90087128,39.98529434
pass,successful,southoffboards,3453.90,outsideNorthEast,oz,powerPlay,0,311,112050,80264,72.62145996,37.97352982
reception,successful,regular,3454.60,outsideNorthEast,oz,powerPlay,0,311,1731661,80264,54.51557922,35.45882416
shot,successful,slot,3463.07,westOuterSlot,oz,shortHanded,0,315,82048,5152,61.66383362,-15.84411812
pass,successful,d2d,3464.63,westOuterSlotDZ,dz,powerPlay,0,311,111452,80264,-73.73442078,10.8147049
