eventname,outcome,type,compiledgametime,playsection,zone,manpowersituation,goal,teamid,playerid,opposingteamgoalieoniceid,xadjcoord,yadjcoord
reception,successful,regular,3466.37,westOuterSlotDZ,dz,powerPlay,0,311,237838,80264,-54.62265015,16.34705925
pass,successful,d2d,3469.40,innerSlotDZ,dz,powerPlay,0,311,237838,80264,-67.6991272,-2.261764526
reception,successful,regular,3472.77,outsideNorthWestDZ,dz,powerPlay,0,311,111452,80264,-63.1726532,34.45294189
pass,successful,d2d,3473.10,outsideNorthWestDZ,dz,powerPlay,0,311,111452,80264,-60.15501404,34.45294189
reception,successful,regular,3473.77,westOuterSlotDZ,dz,powerPlay,0,311,6588,80264,-57.13735962,16.85000038
pass,successful,north,3477.10,southCenterNZ,nz,powerPlay,0,311,6588,80264,-22.93736267,-3.770587921
reception,successful,regular,3477.77,northWestBoardsNZ,nz,powerPlay,0,311,237838,80264,7.239105225,-30.4264679
pass,successful,southoffboards,3480.13,outsideNorthWest,oz,powerPlay,0,311,237838,80264,64.06360626,-39.47940826
reception,successful,regular,3481.73,westPoint,oz,powerPlay,0,311,6588,80264,36.90477753,-28.91764832
pass,successful,eastwest,3483.33,centerPoint,oz,powerPlay,0,311,6588,80264,35.89889526,-7.291175842
reception,successful,regular,3484.03,eastPoint,oz,powerPlay,0,311,5814,80264,44.44889832,32.44117737
pass,successful,slot,3485.63,eastPoint,oz,powerPlay,0,311,5814,80264,48.9753685,32.44117737
reception,successful,regular,3486.00,innerSlot,oz,powerPlay,0,311,237838,80264,67.08125305,3.270587921
shot,failed,slot,3486.03,innerSlot,oz,powerPlay,0,311,237838,80264,68.08709717,3.270590067
pass,failed,south,3490.40,westPoint,oz,powerPlay,0,311,110409,80264,49.98125076,-37.46764374
reception,failed,regular,3490.93,westPoint,oz,powerPlay,0,311,6588,80264,29.86360168,-13.82941055
pass,successful,d2d,3498.50,centerPointDZ,dz,powerPlay,0,311,6588,80264,-44.57168579,10.8147049
reception,successful,regular,3499.63,eastPointDZ,dz,powerPlay,0,311,237838,80264,-35.51875305,-18.85882187
pass,successful,north,3501.33,southCenterNZ,nz,powerPlay,0,311,237838,80264,-19.92757416,4.276470184
reception,successful,regular,3501.93,southEastBoardsNZ,nz,powerPlay,0,311,6588,80264,-2.324630737,36.96764755
pass,successful,northoffboards,3504.03,eastPoint,oz,powerPlay,0,311,6588,80264,45.45478058,37.47058868
reception,successful,regular,3505.73,outsideNorthWest,oz,powerPlay,0,311,110409,80264,70.09889984,-38.473526
pass,successful,northoffboards,3507.17,outsideNorthWest,oz,powerPlay,0,311,110409,80264,95.74889374,-26.40293884
reception,successful,regular,3507.80,outsideNorthEast,oz,powerPlay,0,311,6588,80264,98.26360321,0.755882263
pass,failed,slot,3508.13,outsideNorthWest,oz,powerPlay,0,311,6588,80264,95.24595642,-0.752941132
pass,successful,north,3510.60,centerPoint,oz,powerPlay,0,311,237838,80264,36.40184021,-6.285293579
reception,successful,regular,3511.43,outsideNorthWest,oz,powerPlay,0,311,110409,80264,66.57830811,-27.91176605
pass,successful,eastwest,3513.00,westPoint,oz,powerPlay,0,311,110409,80264,49.47830963,-34.95294189
reception,successful,regular,3513.90,centerPoint,oz,powerPlay,0,311,237838,80264,35.89889526,1.258823395
pass,successful,eastwest,3514.33,centerPoint,oz,powerPlay,0,311,237838,80264,34.39007568,-0.752941132
reception,successful,regular,3515.33,outsideNorthEast,oz,powerPlay,0,311,5814,80264,57.02242661,31.4352932
pass,successful,eastwest,3516.30,outsideNorthEast,oz,powerPlay,0,311,5814,80264,67.08125305,31.4352932
reception,successful,regular,3516.97,outsideNorthWest,oz,powerPlay,0,311,110409,80264,75.63124847,-21.87647247
shot,successful,outside,3517.40,outsideNorthWest,oz,powerPlay,0,311,110409,80264,77.14007568,-16.34411621
pass,successful,d2doffboards,3520.43,outsideNorthWestDZ,dz,shortHanded,0,315,20775372,5152,-98.26360321,17.85293961
reception,successful,regular,3523.07,outsideNorthEastDZ,dz,shortHanded,0,315,54915,5152,-73.61948395,-39.98529434
pass,successful,d2doffboards,3525.17,outsideNorthEastDZ,dz,evenStrength,0,315,54915,5152,-80.66065979,-37.47058868
reception,successful,regular,3526.17,outsideNorthEastDZ,dz,evenStrength,0,315,20775372,5152,-94.24007416,-29.42353058
pass,successful,d2doffboards,3526.27,outsideNorthEastDZ,dz,evenStrength,0,315,20775372,5152,-94.74301147,-27.91470528
reception,successful,regular,3527.43,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-99.26948547,7.291175842
pass,successful,ozentrystretchoffboards,3529.53,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-67.08125305,31.9352951
reception,successful,ozentry,3531.83,westPoint,oz,evenStrength,0,315,54915,5152,44.57168579,-31.93823624
shot,failed,slot,3532.70,westOuterSlot,oz,evenStrength,0,315,54915,5152,69.71089172,-21.37647057
pass,failed,outlet,3537.37,eastPointDZ,dz,evenStrength,0,311,80,80264,-35.51875305,-15.84117508
pass,successful,south,3542.73,southCenterNZ,nz,evenStrength,0,315,20775372,5152,-22.83028412,-8.802940369
reception,successful,regular,3545.17,westPointDZ,dz,evenStrength,0,315,79380,5152,-49.48616791,29.42058563
pass,failed,ozentrystretch,3546.57,westPointDZ,dz,evenStrength,0,315,79380,5152,-35.40381622,29.92353058
pass,failed,outletoffboards,3553.47,outsideNorthWestDZ,dz,evenStrength,0,315,20775372,5152,-94.24793243,0.752941132
pass,successful,d2d,3562.47,outsideNorthEastDZ,dz,evenStrength,0,315,80264,5152,-97.26557922,-0.755882263
reception,successful,regular,3563.57,outsideNorthEastDZ,dz,evenStrength,0,315,400162,5152,-94.75086975,-18.35882378
pass,successful,d2doffboards,3563.83,outsideNorthEastDZ,dz,evenStrength,0,315,400162,5152,-96.76263428,-15.84411812
reception,successful,regular,3565.43,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-89.72145844,33.44411469
pass,successful,outletoffboards,3565.73,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-85.19499207,34.95294189
reception,successful,regular,3566.43,westPointDZ,dz,evenStrength,0,315,81408,5152,-50.9949913,39.47940826
pass,successful,d2doffboards,3567.50,westPointDZ,dz,evenStrength,0,315,81408,5152,-53.00675583,39.47940826
reception,successful,regular,3569.03,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-84.69204712,35.45587921
pass,successful,d2doffboards,3569.37,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-91.23028564,31.43235016
reception,successful,regular,3571.60,outsideNorthEastDZ,dz,evenStrength,0,315,20775372,5152,-90.22440338,-29.92647171
pass,successful,outletoffboards,3571.63,outsideNorthEastDZ,dz,evenStrength,0,315,20775372,5152,-91.23028564,-30.42941284
reception,successful,regular,3573.43,outsideNorthEastDZ,dz,evenStrength,0,315,78625,5152,-69.60381317,-39.48235321
pass,failed,outlet,3573.50,outsideNorthEastDZ,dz,evenStrength,0,315,78625,5152,-65.58028412,-38.97941208
pass,successful,north,3576.13,southWestBoardsNZ,nz,evenStrength,0,315,121680,5152,-3.718521118,-38.47647095
reception,successful,regular,3576.90,northCenterNZ,nz,evenStrength,0,315,81408,5152,12.37559509,-15.84411812
pass,successful,d2doffboards,3581.00,outsideNorthEastDZ,dz,evenStrength,0,311,5152,80264,-85.81286621,-12.32058716
reception,successful,regular,3582.63,outsideNorthEastDZ,dz,evenStrength,0,311,237838,80264,-82.2922821,-38.97647095
shot,successful,outside,3586.50,northEastBoardsNZ,oz,evenStrength,0,315,20161,5152,5.342277527,40.48529053
pass,failed,northoffboards,3589.60,outsideNorthWest,oz,evenStrength,0,315,10534,5152,56.13934326,-40.99117661
pass,successful,d2doffboards,3592.47,outsideNorthWestDZ,dz,evenStrength,0,311,446706,80264,-97.88345337,22.38235283
reception,successful,regular,3594.13,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-95.3687439,-28.41470337
pass,successful,stretch,3597.23,eastPointDZ,dz,evenStrength,0,311,94531,80264,-26.46580505,-36.96470642
reception,successful,regular,3597.73,northWestBoardsNZ,nz,evenStrength,0,311,1731661,80264,4.716545105,-24.39117432
pass,successful,south,3602.60,southCenterNZ,nz,evenStrength,0,315,80518,5152,-1.318748474,-2.764705658
reception,successful,regular,3603.40,centerPointDZ,dz,evenStrength,0,315,79380,5152,-33.50698853,13.32941246
pass,successful,d2doffboards,3610.80,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-72.73640442,40.48823547
reception,successful,regular,3612.60,outsideNorthWestDZ,dz,evenStrength,0,315,80518,5152,-98.38639832,6.791175842
pass,successful,stretchoffboards,3614.53,outsideNorthWestDZ,dz,evenStrength,0,315,80518,5152,-85.81286621,17.35294151
reception,successful,regular,3615.70,northEastBoardsNZ,nz,evenStrength,0,315,79380,5152,4.213600159,37.97352982
pass,successful,slot,3618.10,eastOuterSlot,oz,evenStrength,0,315,79380,5152,54.50772095,20.3705883
reception,successful,regular,3618.83,westOuterSlot,oz,evenStrength,0,315,82048,5152,64.56654358,-16.84705734
pass,successful,d2doffboards,3622.23,outsideNorthWestDZ,dz,shortHanded,0,311,80,80264,-81.17146301,32.43823242
reception,successful,regular,3624.13,outsideNorthWestDZ,dz,shortHanded,0,311,94531,80264,-97.76851654,12.82352829
pass,successful,slot,3631.03,eastPoint,oz,powerPlay,0,315,79380,5152,42.43713379,18.35882378
reception,successful,regular,3631.70,westOuterSlot,oz,powerPlay,0,315,81408,5152,60.04007339,-20.87059021
shot,failed,slot,3631.80,westOuterSlot,oz,powerPlay,0,315,81408,5152,60.54301453,-21.37352753
pass,successful,south,3641.70,eastPoint,oz,powerPlay,0,315,78625,5152,47.4665451,22.88529396
reception,successful,regular,3642.27,centerPoint,oz,powerPlay,0,315,79380,5152,31.87536621,0.252941132
pass,successful,north,3643.37,centerPoint,oz,powerPlay,0,315,79380,5152,32.88124847,-2.261764526
reception,successful,regular,3643.93,outsideNorthWest,oz,powerPlay,0,315,81408,5152,59.53713226,-26.90588379
pass,successful,eastwest,3647.00,centerPoint,oz,powerPlay,0,315,81408,5152,30.86948395,-10.81176376
reception,successful,regular,3647.73,eastPoint,oz,powerPlay,0,315,78625,5152,34.39007568,34.45294189
pass,successful,north,3650.60,centerPoint,oz,powerPlay,0,315,78625,5152,39.92242813,3.773529053
reception,successful,regular,3651.03,eastPoint,oz,powerPlay,0,315,81408,5152,44.95183945,24.39411736
shot,successful,slot,3652.07,eastOuterSlot,oz,powerPlay,0,315,81408,5152,61.5489006,-21.87940025
pass,successful,slot,3656.33,outsideNorthEast,oz,powerPlay,0,315,78625,5152,75.63909912,19.36470032
reception,successful,regular,3657.63,westOuterSlot,oz,powerPlay,0,315,81408,5152,57.03028488,-14.83529282
pass,successful,eastwest,3658.80,westPoint,oz,powerPlay,0,315,81408,5152,37.91852188,-30.4264679
reception,successful,regular,3659.80,centerPoint,oz,powerPlay,0,315,79380,5152,31.38028717,11.82058716
pass,successful,north,3661.53,eastPoint,oz,powerPlay,0,315,79380,5152,37.41558075,27.41176414
reception,successful,regular,3662.33,outsideNorthEast,oz,powerPlay,0,315,78625,5152,82.17734528,33.95000076
pass,successful,south,3664.43,outsideNorthEast,oz,powerPlay,0,315,78625,5152,74.13028717,32.44117737
reception,successful,regular,3665.17,centerPoint,oz,powerPlay,0,315,79380,5152,36.40969849,14.33529472
pass,successful,eastwest,3665.20,centerPoint,oz,powerPlay,0,315,79380,5152,36.40969849,14.33529472
reception,successful,regular,3665.83,centerPoint,oz,powerPlay,0,315,81408,5152,48.48028564,-14.33235168
pass,successful,eastwest,3665.87,centerPoint,oz,powerPlay,0,315,81408,5152,48.48028564,-14.33235168
reception,successful,regular,3666.80,centerPoint,oz,powerPlay,0,315,79380,5152,39.93028641,15.84411812
pass,successful,eastwest,3666.83,centerPoint,oz,powerPlay,0,315,79380,5152,39.93028641,15.84411812
reception,successful,regular,3667.77,westPoint,oz,powerPlay,0,315,81408,5152,52.00087357,-23.38529205
pass,successful,eastwest,3667.80,westPoint,oz,powerPlay,0,315,81408,5152,50.9949913,-22.37940979
reception,successful,regular,3668.63,centerPoint,oz,powerPlay,0,315,79380,5152,38.42146301,14.33529472
pass,successful,north,3669.87,centerPoint,oz,powerPlay,0,315,79380,5152,42.44499207,3.773529053
reception,successful,regular,3671.00,outsideNorthEast,oz,powerPlay,0,315,78625,5152,54.01263809,35.96176529
shot,successful,slot,3675.77,eastOuterSlot,oz,powerPlay,0,315,78625,5152,56.52734375,7.294116974
pass,successful,south,3679.17,outsideNorthWest,oz,powerPlay,0,315,79380,5152,82.17734528,-36.46176147
reception,successful,regular,3679.93,westPoint,oz,powerPlay,0,315,81408,5152,35.40381622,-28.41470337
pass,successful,eastwest,3680.63,westPoint,oz,powerPlay,0,315,81408,5152,33.3920517,-23.38529205
reception,successful,regular,3681.40,eastPoint,oz,powerPlay,0,315,78625,5152,48.48028564,20.87352943
shot,successful,slot,3682.33,eastOuterSlot,oz,powerPlay,0,315,78625,5152,64.57440186,15.34117699
pass,successful,south,3685.80,outsideNorthEast,oz,powerPlay,0,315,10534,5152,55.01852036,38.47647095
reception,successful,regular,3687.33,eastPoint,oz,powerPlay,0,315,81408,5152,39.42734528,36.46470642
pass,successful,north,3690.33,centerPoint,oz,powerPlay,0,315,81408,5152,33.3920517,10.31176376
reception,successful,regular,3690.93,centerPoint,oz,powerPlay,0,315,79380,5152,34.90087128,13.83235359
pass,successful,north,3692.70,eastPoint,oz,powerPlay,0,315,79380,5152,40.43322754,31.93823624
reception,successful,regular,3693.60,outsideNorthEast,oz,powerPlay,0,315,78625,5152,73.12440491,32.9441185
pass,successful,south,3695.73,outsideNorthEast,oz,powerPlay,0,315,78625,5152,72.62145996,33.44705963
reception,successful,regular,3696.50,eastPoint,oz,powerPlay,0,315,79380,5152,42.44499207,29.42353058
pass,successful,slot,3697.33,eastPoint,oz,powerPlay,0,315,79380,5152,43.95381546,19.36470604
reception,successful,regular,3698.07,westOuterSlot,oz,powerPlay,0,315,81408,5152,59.04199982,-19.86470032
shot,successful,slot,3698.10,westOuterSlot,oz,powerPlay,0,315,81408,5152,59.04204941,-19.86470795
pass,successful,south,3701.13,outsideNorthWest,oz,powerPlay,0,315,10534,5152,79.6626358,-36.46176147
reception,successful,regular,3701.73,outsideNorthWest,oz,powerPlay,0,315,81408,5152,54.51557922,-38.473526
pass,successful,eastwest,3704.87,centerPoint,oz,powerPlay,0,315,81408,5152,34.90087128,1.761764526
reception,successful,regular,3705.77,outsideNorthWest,oz,powerPlay,0,315,79380,5152,61.05381393,-27.91176605
shot,successful,outside,3705.80,outsideNorthWest,oz,powerPlay,0,315,79380,5152,61.05381393,-27.91176605
pass,successful,d2d,3708.57,westOuterSlotDZ,dz,shortHanded,0,311,111452,80264,-69.09301758,22.37940979
reception,successful,regular,3708.93,outsideNorthWestDZ,dz,shortHanded,0,311,80,80264,-80.15772247,21.37352753
pass,successful,d2d,3715.57,outsideNorthEastDZ,dz,powerPlay,0,315,80264,5152,-94.35501099,-6.285293579
reception,successful,regular,3716.67,outsideNorthEastDZ,dz,powerPlay,0,315,79380,5152,-95.86383057,-7.291175842
pass,successful,stretch,3719.87,westPointDZ,dz,powerPlay,0,315,79380,5152,-47.07853699,21.8794117
reception,successful,regular,3720.87,northWestBoardsNZ,nz,powerPlay,0,315,78625,5152,11.26263428,-35.95882416
pass,failed,slot,3724.40,outsideNorthWest,oz,powerPlay,0,315,78625,5152,93.24205017,-28.41470337
pass,successful,outlet,3725.53,innerSlotDZ,dz,shortHanded,0,311,94531,80264,-79.15184021,3.770587921
reception,successful,regular,3725.77,westOuterSlotDZ,dz,shortHanded,0,311,111452,80264,-71.60771942,9.8058815
pass,successful,outlet,3726.33,innerSlotDZ,dz,shortHanded,0,311,111452,80264,-63.56066132,0.25
reception,successful,regular,3727.90,centerPointDZ,dz,shortHanded,0,311,111452,80264,-26.8459549,-2.76764679
pass,failed,rush,3730.40,centerPoint,oz,shortHanded,0,311,111452,80264,43.56581116,-8.802940369
pass,successful,d2d,3731.20,innerSlotDZ,dz,powerPlay,0,315,81408,5152,-63.67559814,0.252941132
reception,successful,regular,3731.90,centerPointDZ,dz,powerPlay,0,315,10534,5152,-47.58148193,2.76764679
pass,successful,outlet,3733.53,westPointDZ,dz,powerPlay,0,315,10534,5152,-44.06089783,26.40588188
reception,successful,regular,3734.60,southWestBoardsNZ,nz,powerPlay,0,315,79380,5152,-8.35206604,-32.43823242
pass,successful,north,3739.57,outsideNorthWest,oz,powerPlay,0,315,80518,5152,69.60381317,-22.88235474
reception,successful,regular,3739.93,outsideNorthWest,oz,powerPlay,0,315,10534,5152,76.1420517,-29.42058563
pass,successful,southoffboards,3740.33,outsideNorthWest,oz,powerPlay,0,315,10534,5152,76.1420517,-32.43823242
reception,successful,regular,3741.27,westPoint,oz,powerPlay,0,315,81408,5152,36.91263962,-36.96470642
shot,failed,outsideblocked,3742.10,westPoint,oz,powerPlay,0,315,81408,5152,38.92440414,-35.95882416
pass,successful,south,3743.57,westOuterSlot,oz,powerPlay,0,315,10534,5152,73.62734222,-12.32058716
reception,successful,regular,3745.30,westPoint,oz,powerPlay,0,315,81408,5152,47.97734451,-34.95294189
pass,successful,d2d,3757.03,centerPointDZ,dz,powerPlay,0,315,79380,5152,-35.00794983,-0.752941132
reception,successful,regular,3758.50,centerPointDZ,dz,powerPlay,0,315,78625,5152,-50.59912109,-15.33823395
pass,failed,northoffboards,3764.97,outsideNorthEast,oz,powerPlay,0,315,10534,5152,91.73322296,30.93235207
pass,successful,d2d,3772.80,innerSlotDZ,dz,powerPlay,0,315,80264,5152,-83.79324341,-5.279411316
reception,successful,regular,3774.83,innerSlotDZ,dz,powerPlay,0,315,79380,5152,-73.73442078,-2.764705658
pass,successful,d2d,3777.60,centerPointDZ,dz,powerPlay,0,315,79380,5152,-43.05500793,0.755882263
reception,successful,regular,3779.37,eastOuterSlotDZ,dz,powerPlay,0,315,884,5152,-66.6932373,-12.82352829
pass,failed,eastwest,3783.90,centerPoint,oz,powerPlay,0,315,884,5152,43.94595718,-1.255882263
pass,successful,d2d,3798.03,outsideNorthWestDZ,dz,powerPlay,0,315,80264,5152,-94.36286926,6.791175842
reception,successful,regular,3800.13,outsideNorthWestDZ,dz,powerPlay,0,315,20775372,5152,-92.85404968,6.288234711
pass,successful,d2d,3804.07,eastPointDZ,dz,powerPlay,0,315,20775372,5152,-48.09228516,-26.40293884
reception,successful,regular,3805.27,outsideNorthEastDZ,dz,powerPlay,0,315,884,5152,-73.74227905,-22.88235474
pass,successful,outlet,3806.30,centerPointDZ,dz,powerPlay,0,315,884,5152,-50.60697937,-15.33823395
reception,successful,regular,3807.00,centerPointDZ,dz,powerPlay,0,315,126723,5152,-32.50109863,11.31764603
pass,successful,ozentry,3808.30,northCenterNZ,nz,powerPlay,0,315,126723,5152,4.716545105,19.86764717
reception,successful,ozentry,3809.07,eastPoint,oz,powerPlay,0,315,82048,5152,28.85771942,41.49411774
pass,successful,south,3813.03,eastPoint,oz,powerPlay,0,315,884,5152,49.98125076,39.48235321
reception,successful,regular,3813.47,eastPoint,oz,powerPlay,0,315,20775372,5152,30.36654663,28.41764641
pass,successful,north,3814.10,eastPoint,oz,powerPlay,0,315,20775372,5152,30.86948395,29.92647171
reception,successful,regular,3814.60,eastPoint,oz,powerPlay,0,315,884,5152,42.43713379,39.98529434
pass,successful,north,3815.23,eastPoint,oz,powerPlay,0,315,884,5152,50.98713303,38.97941208
reception,successful,regular,3815.57,outsideNorthEast,oz,powerPlay,0,315,126723,5152,75.12831116,35.45882416
